,host_is_superhost,cancellation_policy,instant_bookable,host_total_listings_count,neighbourhood_cleansed,zipcode,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,minimum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,price
122,t,strict_14_with_grace_period,f,2,Castro/Upper Market,94114.0,37.759693505843174,-122.4444486787198,Guest suite,Entire home/apt,2,1.0,0.0,1.0,Real Bed,4,213,94.0,10.0,9.0,10.0,10.0,9.0,10.0,85.0
123,t,moderate,f,1,Noe Valley,94131.0,37.74549596568911,-122.42898445047337,Guest suite,Private room,2,1.0,1.0,1.0,Real Bed,2,314,98.0,10.0,10.0,10.0,10.0,10.0,10.0,115.0
124,f,strict_14_with_grace_period,f,1,Haight Ashbury,94117.0,37.76193577248815,-122.4492861428232,Apartment,Entire home/apt,6,1.5,2.0,3.0,Real Bed,30,94,95.0,9.0,9.0,10.0,10.0,10.0,9.0,248.0
125,t,moderate,t,2,North Beach,94133.0,37.80298721188276,-122.40936987959715,Condominium,Entire home/apt,4,2.0,2.0,2.0,Real Bed,2,31,98.0,10.0,10.0,10.0,10.0,10.0,10.0,400.0
126,t,moderate,f,9,Pacific Heights,94109.0,37.79175618189418,-122.42475524420394,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,30,129,94.0,10.0,9.0,10.0,10.0,10.0,9.0,59.0
127,f,moderate,f,1,Mission,94103.0,37.768086305165035,-122.42439033142362,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,5,11,98.0,10.0,10.0,9.0,10.0,10.0,10.0,185.0
128,f,strict_14_with_grace_period,f,1,Mission,94110.0,37.75629055903744,-122.42517753276407,Apartment,Entire home/apt,5,2.0,3.0,3.0,Real Bed,4,10,100.0,10.0,10.0,10.0,10.0,10.0,10.0,450.0
129,f,strict_14_with_grace_period,f,1,Russian Hill,94133.0,37.801524079564906,-122.41430793244173,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,30,107,97.0,10.0,10.0,10.0,10.0,10.0,10.0,165.0
130,f,strict_14_with_grace_period,f,20,Chinatown,94108.0,37.79297219150865,-122.40663639438749,House,Shared room,1,2.5,1.0,1.0,Real Bed,30,5,96.0,10.0,8.0,10.0,9.0,8.0,10.0,30.0
131,f,strict_14_with_grace_period,f,4,Outer Sunset,94122.0,37.75753701604279,-122.49852483616777,House,Private room,1,1.0,1.0,1.0,Airbed,30,3,100.0,10.0,10.0,10.0,10.0,9.0,10.0,85.0
132,f,strict_14_with_grace_period,f,1,Downtown/Civic Center,94109.0,37.785349475972616,-122.41514600966632,Apartment,Entire home/apt,2,2.0,2.0,2.0,Real Bed,30,58,98.0,10.0,10.0,10.0,10.0,8.0,10.0,130.0
133,f,moderate,t,1,West of Twin Peaks,94127.0,37.73327365354464,-122.46434558077836,Guest suite,Entire home/apt,4,1.0,2.0,2.0,Real Bed,2,311,94.0,10.0,9.0,10.0,10.0,10.0,9.0,125.0
134,f,strict_14_with_grace_period,f,1,Bayview,94124.0,37.715486716683905,-122.38922416156313,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,30,8,93.0,10.0,9.0,10.0,10.0,9.0,10.0,120.0
135,t,strict_14_with_grace_period,f,7,Chinatown,94108.0,37.792941231143644,-122.40658665179993,House,Shared room,1,2.5,1.0,1.0,Real Bed,30,14,95.0,9.0,8.0,10.0,10.0,10.0,9.0,30.0
136,t,strict_14_with_grace_period,f,1,Castro/Upper Market,94114.0,37.761015773096254,-122.43005445179884,Condominium,Private room,1,1.0,1.0,1.0,Real Bed,1,483,97.0,10.0,9.0,10.0,10.0,10.0,10.0,125.0
137,t,strict_14_with_grace_period,t,2,North Beach,94133.0,37.805911719564854,-122.40829886506624,Condominium,Entire home/apt,4,1.0,1.0,2.0,Real Bed,30,5,95.0,10.0,10.0,10.0,10.0,10.0,9.0,125.0
138,t,strict_14_with_grace_period,t,1,South of Market,94103.0,37.775408075445405,-122.4114224310228,Apartment,Entire home/apt,8,2.0,2.0,2.0,Real Bed,30,82,96.0,10.0,10.0,10.0,10.0,9.0,9.0,250.0
139,f,moderate,f,1,Downtown/Civic Center,94102.0,37.773808277791204,-122.42148271904918,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,30,70,94.0,9.0,9.0,10.0,10.0,9.0,9.0,75.0
140,f,strict_14_with_grace_period,f,1,Inner Sunset,94122.0,37.76333989510342,-122.46947555681659,House,Entire home/apt,6,3.0,3.0,4.0,Real Bed,5,9,98.0,10.0,9.0,10.0,9.0,9.0,9.0,580.0
141,f,strict_14_with_grace_period,f,4,Haight Ashbury,94117.0,37.7681347587221,-122.44493597270329,Apartment,Entire home/apt,5,1.0,3.0,3.0,Real Bed,30,80,97.0,10.0,10.0,10.0,10.0,10.0,9.0,150.0
142,t,strict_14_with_grace_period,f,1,Castro/Upper Market,94114.0,37.75886842493242,-122.4356477818782,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,3,137,99.0,10.0,10.0,10.0,10.0,10.0,10.0,328.0
143,f,strict_14_with_grace_period,f,10,Haight Ashbury,94117.0,37.76608594076294,-122.45126197318658,Apartment,Private room,2,4.0,1.0,1.0,Real Bed,32,10,86.0,8.0,7.0,10.0,9.0,10.0,8.0,65.0
144,f,strict_14_with_grace_period,f,1,Mission,94110.0,37.75586065788621,-122.42091933940463,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,30,63,99.0,10.0,10.0,10.0,10.0,10.0,10.0,97.0
145,t,moderate,f,1,Bernal Heights,94110.0,37.739736814648204,-122.42299429786104,House,Private room,2,1.0,1.0,1.0,Real Bed,1,99,95.0,10.0,10.0,10.0,9.0,9.0,10.0,69.0
146,t,moderate,f,1,Marina,94123.0,37.80356039109715,-122.42588865524272,Condominium,Entire home/apt,4,1.0,2.0,2.0,Real Bed,3,68,97.0,9.0,9.0,10.0,10.0,10.0,9.0,275.0
147,t,moderate,f,3,Bernal Heights,94110.0,37.747078099302705,-122.42456382413224,House,Private room,2,1.0,1.0,1.0,Real Bed,2,207,97.0,10.0,10.0,10.0,10.0,9.0,10.0,102.0
148,t,strict_14_with_grace_period,f,4,Mission,94110.0,37.75557545386986,-122.42474067635095,House,Entire home/apt,8,2.0,4.0,5.0,Real Bed,4,24,98.0,10.0,10.0,10.0,10.0,10.0,9.0,1200.0
149,f,flexible,f,1,North Beach,94133.0,37.79835394401653,-122.40419704528624,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,2,51,92.0,10.0,9.0,10.0,10.0,10.0,9.0,150.0
150,f,strict_14_with_grace_period,f,1,South of Market,94158.0,37.7728428945825,-122.39686539739073,Apartment,Entire home/apt,6,2.0,3.0,3.0,Real Bed,180,2,100.0,10.0,10.0,10.0,10.0,10.0,9.0,500.0
151,t,flexible,f,1,Castro/Upper Market,94114.0,37.75822672204274,-122.43273310309284,House,Private room,2,1.0,1.0,1.0,Real Bed,5,54,98.0,10.0,9.0,10.0,10.0,10.0,10.0,150.0
152,t,moderate,t,4,Bernal Heights,94110.0,37.738735662423146,-122.41623805097369,Apartment,Private room,2,1.5,1.0,1.0,Real Bed,2,150,97.0,10.0,10.0,10.0,10.0,9.0,10.0,90.0
153,t,strict_14_with_grace_period,f,1,Outer Richmond,94121.0,37.78470578372941,-122.48124967080864,Condominium,Entire home/apt,4,1.0,2.0,2.0,Real Bed,3,174,98.0,10.0,10.0,10.0,10.0,9.0,10.0,425.0
154,f,moderate,f,4,Bernal Heights,94110.0,37.74547473165871,-122.40725882207606,House,Private room,2,1.0,1.0,2.0,Real Bed,2,134,93.0,9.0,9.0,10.0,10.0,9.0,9.0,98.0
155,t,moderate,f,9,Pacific Heights,94109.0,37.79335720433158,-122.42506231886728,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,30,116,93.0,10.0,9.0,10.0,10.0,10.0,9.0,56.0
156,t,strict_14_with_grace_period,f,7,Mission,94110.0,37.764087334815436,-122.41658968757608,Townhouse,Entire home/apt,6,2.0,2.0,3.0,Real Bed,30,112,96.0,10.0,10.0,10.0,9.0,9.0,9.0,395.0
157,f,strict_14_with_grace_period,f,3,Diamond Heights,94131.0,37.745987813468844,-122.4453204670415,Apartment,Entire home/apt,4,1.5,2.0,4.0,Real Bed,30,107,92.0,10.0,9.0,10.0,10.0,9.0,9.0,230.0
158,f,flexible,f,1,Castro/Upper Market,94114.0,37.76787021889577,-122.43172219789791,Apartment,Entire home/apt,6,1.0,2.0,4.0,Real Bed,4,19,99.0,10.0,9.0,10.0,10.0,10.0,10.0,275.0
159,f,strict_14_with_grace_period,f,3,Twin Peaks,94131.0,37.75195065585714,-122.4492788119738,Apartment,Entire home/apt,2,1.0,1.0,2.0,Real Bed,30,87,82.0,8.0,8.0,9.0,9.0,9.0,8.0,115.0
160,f,strict_14_with_grace_period,t,9,South of Market,94105.0,37.78759758847618,-122.39222388419763,Apartment,Entire home/apt,6,2.5,3.0,3.0,Real Bed,30,12,100.0,10.0,10.0,10.0,10.0,10.0,9.0,600.0
161,t,strict_14_with_grace_period,t,7,Mission,94110.0,37.76202211098672,-122.41876038242056,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,30,116,94.0,9.0,9.0,10.0,9.0,9.0,9.0,179.0
162,t,strict_14_with_grace_period,f,1,Potrero Hill,94107.0,37.7619953856549,-122.39391467062444,Townhouse,Private room,2,1.0,1.0,1.0,Real Bed,3,201,99.0,10.0,10.0,10.0,10.0,10.0,10.0,75.0
163,t,strict_14_with_grace_period,f,2,Outer Richmond,94121.0,37.77760606429601,-122.50378426358351,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,4,199,95.0,10.0,10.0,10.0,10.0,9.0,9.0,149.0
164,t,moderate,f,5,West of Twin Peaks,94127.0,37.74159258435915,-122.46578197080092,House,Private room,2,1.0,1.0,1.0,Real Bed,4,322,97.0,10.0,9.0,10.0,10.0,10.0,10.0,69.0
165,f,strict_14_with_grace_period,t,1,Castro/Upper Market,94114.0,37.761936301723864,-122.432392028553,Guesthouse,Entire home/apt,4,1.0,1.0,2.0,Real Bed,4,153,96.0,10.0,9.0,10.0,9.0,10.0,9.0,220.0
166,f,strict_14_with_grace_period,t,1,Haight Ashbury,94117.0,37.76827235107756,-122.44678432093524,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,30,150,97.0,10.0,10.0,10.0,10.0,10.0,10.0,185.0
167,f,moderate,t,1,Mission,94110.0,37.75452315126554,-122.40715577753849,Apartment,Private room,4,1.0,1.0,2.0,Real Bed,3,9,96.0,9.0,9.0,10.0,10.0,9.0,9.0,80.0
168,f,super_strict_30,f,30,Financial District,94104.0,37.79018403099442,-122.40474841078851,Apartment,Entire home/apt,2,1.0,0.0,2.0,Real Bed,30,24,87.0,9.0,9.0,9.0,10.0,10.0,9.0,110.0
169,f,super_strict_30,f,30,Financial District,94104.0,37.790763899804475,-122.40402958480206,Apartment,Entire home/apt,2,1.0,0.0,2.0,Real Bed,30,49,94.0,10.0,10.0,9.0,10.0,9.0,9.0,135.0
170,f,flexible,f,0,Mission,94110.0,37.7527174181433,-122.4093400525747,Guest suite,Entire home/apt,2,1.0,1.0,1.0,Real Bed,3,277,98.0,10.0,10.0,10.0,10.0,9.0,10.0,117.0
171,f,strict_14_with_grace_period,f,40,Excelsior,94112.0,37.73142636465153,-122.4232500338415,House,Private room,2,1.0,1.0,1.0,Real Bed,30,8,84.0,9.0,8.0,9.0,10.0,8.0,8.0,38.0
172,t,moderate,t,1,Inner Richmond,94117.0,37.77556129112249,-122.45497960310252,Condominium,Private room,4,2.0,2.0,2.0,Real Bed,1,119,96.0,10.0,9.0,10.0,10.0,10.0,10.0,140.0
173,t,strict_14_with_grace_period,f,3,Inner Richmond,94118.0,37.77818014233496,-122.45420265281116,Guest suite,Entire home/apt,2,1.0,1.0,1.0,Real Bed,7,129,98.0,10.0,10.0,10.0,10.0,10.0,10.0,178.0
174,f,strict_14_with_grace_period,f,1,Castro/Upper Market,94114.0,37.75656890220272,-122.4326266944107,House,Entire home/apt,1,1.0,1.0,1.0,Real Bed,30,18,92.0,10.0,9.0,10.0,10.0,10.0,8.0,100.0
175,f,flexible,t,2,Glen Park,94131.0,37.73723251874856,-122.43138991828741,Guesthouse,Entire home/apt,2,1.0,1.0,1.0,Real Bed,3,13,98.0,10.0,10.0,10.0,10.0,10.0,10.0,170.0
176,t,moderate,f,1,Glen Park,94131.0,37.73625671585987,-122.436769660021,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,3,198,97.0,10.0,9.0,10.0,10.0,10.0,9.0,220.0
177,f,strict_14_with_grace_period,t,4,Mission,94110.0,37.757567277655575,-122.41939471332493,Apartment,Private room,1,2.0,1.0,1.0,Real Bed,3,96,96.0,10.0,9.0,10.0,10.0,10.0,9.0,75.0
178,t,moderate,f,4,Bernal Heights,94110.0,37.738563917776105,-122.4168710846286,Apartment,Private room,2,1.5,1.0,1.0,Real Bed,2,164,98.0,10.0,10.0,10.0,10.0,10.0,10.0,90.0
179,t,strict_14_with_grace_period,f,1,Marina,94123.0,37.8031780774682,-122.42977370463731,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,5,33,97.0,10.0,10.0,10.0,10.0,10.0,10.0,150.0
180,t,moderate,f,1,Haight Ashbury,94117.0,37.77310912173779,-122.44978613353844,Guest suite,Entire home/apt,2,1.0,1.0,1.0,Pull-out Sofa,2,404,97.0,10.0,10.0,10.0,10.0,10.0,10.0,138.0
181,t,moderate,t,2,Bernal Heights,94110.0,37.74556736984753,-122.41187307695988,Apartment,Private room,1,1.5,1.0,1.0,Real Bed,3,183,99.0,10.0,10.0,10.0,10.0,10.0,10.0,90.0
182,f,strict_14_with_grace_period,t,1,North Beach,94111.0,37.803403578686215,-122.40484501149777,Serviced apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,30,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,182.0
183,t,strict_14_with_grace_period,f,1,Western Addition,94117.0,37.77755721542998,-122.43326351433011,Apartment,Entire home/apt,4,1.5,1.0,2.0,Real Bed,30,212,97.0,10.0,10.0,10.0,10.0,10.0,10.0,136.0
184,t,strict_14_with_grace_period,t,4,Potrero Hill,94107.0,37.764874220246675,-122.39762672259356,Guest suite,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,641,99.0,10.0,10.0,10.0,10.0,10.0,10.0,230.0
185,f,strict_14_with_grace_period,f,20,Chinatown,94108.0,37.79507376561988,-122.40497703714732,House,Shared room,1,2.5,1.0,1.0,Real Bed,30,9,100.0,10.0,9.0,10.0,10.0,10.0,10.0,30.0
186,f,strict_14_with_grace_period,f,20,Chinatown,94108.0,37.79466144926989,-122.40523328020731,House,Shared room,1,2.5,1.0,1.0,Real Bed,30,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,30.0
187,f,strict_14_with_grace_period,f,20,Chinatown,94108.0,37.79290806707532,-122.4063745666461,House,Shared room,1,2.5,1.0,1.0,Real Bed,30,3,80.0,8.0,8.0,10.0,9.0,10.0,8.0,30.0
188,t,strict_14_with_grace_period,t,1,Noe Valley,94131.0,37.744458920842575,-122.43775665670208,House,Entire home/apt,8,1.0,3.0,5.0,Real Bed,2,319,96.0,10.0,9.0,10.0,10.0,9.0,9.0,295.0
189,t,moderate,t,8,Outer Richmond,94121.0,37.78264838532081,-122.48971185845508,Apartment,Private room,1,2.5,1.0,1.0,Real Bed,30,28,96.0,10.0,9.0,10.0,10.0,9.0,9.0,79.0
190,t,strict_14_with_grace_period,f,1,Russian Hill,94133.0,37.80242099129454,-122.41440194674657,Guest suite,Entire home/apt,2,1.0,1.0,1.0,Real Bed,3,419,96.0,10.0,9.0,10.0,10.0,10.0,9.0,165.0
191,f,strict_14_with_grace_period,f,5,Haight Ashbury,94117.0,37.771184017561175,-122.44962559309751,House,Private room,2,2.0,1.0,1.0,Real Bed,1,378,93.0,10.0,9.0,10.0,10.0,10.0,9.0,92.0
192,f,strict_14_with_grace_period,f,1,Mission,94110.0,37.75551488421959,-122.40882423277814,Condominium,Entire home/apt,4,2.0,2.0,2.0,Real Bed,7,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,245.0
193,f,strict_14_with_grace_period,f,5,Haight Ashbury,94117.0,37.77107885841311,-122.4494183501758,House,Private room,4,2.0,1.0,2.0,Real Bed,1,350,90.0,9.0,9.0,10.0,10.0,9.0,9.0,98.0
194,f,strict_14_with_grace_period,f,5,Haight Ashbury,94117.0,37.77084767118647,-122.44811347552229,House,Private room,2,2.0,1.0,1.0,Real Bed,1,385,89.0,9.0,9.0,10.0,9.0,9.0,9.0,78.0
195,f,moderate,f,1,Bernal Heights,94110.0,37.74382383173753,-122.41772673251323,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,5,49,99.0,10.0,10.0,10.0,10.0,10.0,10.0,147.0
196,f,flexible,f,2,Outer Mission,94112.0,37.72652011758496,-122.43467912368631,House,Private room,2,2.0,1.0,2.0,Real Bed,2,85,91.0,9.0,8.0,10.0,10.0,8.0,9.0,75.0
197,f,strict_14_with_grace_period,f,12,Haight Ashbury,94117.0,37.76468089662926,-122.44523144708471,Apartment,Entire home/apt,4,1.0,0.0,3.0,Real Bed,30,42,94.0,9.0,8.0,10.0,10.0,10.0,9.0,110.0
198,t,moderate,f,2,Western Addition,94115.0,37.78594364770903,-122.432192875102,Serviced apartment,Entire home/apt,6,1.0,1.0,2.0,Real Bed,30,88,96.0,10.0,10.0,9.0,10.0,10.0,10.0,200.0
199,f,strict_14_with_grace_period,f,5,Haight Ashbury,94117.0,37.77042069769517,-122.45019258502148,House,Private room,2,2.0,1.0,1.0,Real Bed,1,358,89.0,9.0,9.0,10.0,10.0,9.0,9.0,78.0
200,f,flexible,f,2,Outer Richmond,94121.0,37.77579266404861,-122.50701883931028,House,Private room,2,1.0,1.0,1.0,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,162.0
201,f,moderate,f,4,Russian Hill,94133.0,37.80281100414563,-122.41539590929222,Condominium,Private room,6,2.5,1.0,1.0,Real Bed,2,166,95.0,10.0,10.0,9.0,10.0,10.0,9.0,139.0
202,t,moderate,f,1,Mission,94110.0,37.75631936972899,-122.4047789531847,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,30,61,97.0,10.0,10.0,10.0,10.0,9.0,10.0,145.0
203,t,flexible,f,1,Mission,94110.0,37.76096715422161,-122.4231304577762,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,2,357,94.0,10.0,10.0,10.0,10.0,10.0,9.0,115.0
204,f,moderate,f,1,Castro/Upper Market,94114.0,37.768402646885946,-122.43086055330338,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,3,176,95.0,10.0,9.0,10.0,10.0,10.0,9.0,99.0
205,t,moderate,f,1,Haight Ashbury,94117.0,37.76968016797141,-122.45193249782152,Apartment,Private room,2,0.5,1.0,1.0,Real Bed,1,81,99.0,10.0,10.0,10.0,10.0,10.0,10.0,120.0
206,f,flexible,t,20,Financial District,94111.0,37.79341363789447,-122.40339940420168,Hostel,Shared room,3,1.0,1.0,1.0,Real Bed,1,308,93.0,10.0,9.0,10.0,10.0,10.0,9.0,45.0
207,f,strict_14_with_grace_period,f,4,Bernal Heights,94110.0,37.73818715881532,-122.41566294993788,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,30,18,97.0,10.0,10.0,10.0,10.0,9.0,9.0,135.0
208,f,strict_14_with_grace_period,f,4,Nob Hill,94113.0,37.79113834524172,-122.4102947801119,Townhouse,Entire home/apt,10,4.0,4.0,4.0,Real Bed,1,58,88.0,9.0,9.0,9.0,9.0,10.0,8.0,995.0
209,t,moderate,f,5,Noe Valley,94114.0,37.755647273756225,-122.44021786803921,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,30,74,99.0,10.0,10.0,10.0,10.0,10.0,10.0,250.0
210,f,strict_14_with_grace_period,f,1,Inner Sunset,94122.0,37.75854624312175,-122.46444357577276,Guest suite,Entire home/apt,2,1.0,1.0,2.0,Real Bed,30,113,98.0,10.0,10.0,10.0,10.0,10.0,9.0,99.0
211,f,strict_14_with_grace_period,f,2,Inner Richmond,94118.0,37.78448987541317,-122.46188101322069,Condominium,Entire home/apt,4,1.5,2.0,3.0,Real Bed,4,39,98.0,10.0,10.0,10.0,10.0,10.0,10.0,195.0
212,f,moderate,t,4,Russian Hill,94133.0,37.803009263105885,-122.41580891918602,Condominium,Private room,3,2.0,1.0,2.0,Real Bed,2,185,97.0,10.0,10.0,10.0,10.0,10.0,9.0,99.0
213,t,strict_14_with_grace_period,t,1,Parkside,94116.0,37.741738929681155,-122.5043467564314,Guest suite,Entire home/apt,4,1.0,1.0,1.0,Real Bed,3,179,94.0,10.0,9.0,10.0,10.0,9.0,9.0,135.0
214,f,flexible,t,20,Financial District,94111.0,37.792707729105295,-122.40382575340776,Hostel,Shared room,4,0.0,1.0,1.0,Real Bed,1,292,93.0,9.0,9.0,10.0,10.0,10.0,9.0,45.0
215,t,strict_14_with_grace_period,f,1,South of Market,94103.0,37.77498573484536,-122.40634931130349,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,3,50,96.0,10.0,10.0,10.0,10.0,9.0,10.0,160.0
216,t,strict_14_with_grace_period,f,5,Castro/Upper Market,94114.0,37.7596710266809,-122.44256903873709,Serviced apartment,Entire home/apt,5,1.0,2.0,3.0,Real Bed,120,16,99.0,10.0,10.0,10.0,10.0,10.0,9.0,175.0
217,f,strict_14_with_grace_period,f,2,Chinatown,94133.0,37.795322529995055,-122.40862666255622,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,30,69,97.0,10.0,10.0,10.0,10.0,9.0,9.0,135.0
218,f,moderate,f,45,Downtown/Civic Center,94109.0,37.78303500445085,-122.41942178110571,Condominium,Entire home/apt,2,1.0,1.0,1.0,Real Bed,30,8,90.0,10.0,9.0,9.0,9.0,8.0,8.0,138.0
219,f,strict_14_with_grace_period,f,1,Potrero Hill,94107.0,37.75888606618256,-122.39538804401352,Condominium,Entire home/apt,5,1.0,3.0,3.0,Real Bed,6,20,99.0,10.0,9.0,10.0,10.0,10.0,10.0,280.0
220,f,strict_14_with_grace_period,f,4,Golden Gate Park,94121.0,37.770270857904244,-122.51090525601583,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,185,2,80.0,10.0,8.0,10.0,8.0,10.0,10.0,165.0
221,t,strict_14_with_grace_period,t,1,Castro/Upper Market,94114.0,37.76188298040355,-122.44215252096134,Condominium,Private room,2,1.0,1.0,1.0,Real Bed,1,525,98.0,10.0,10.0,10.0,10.0,10.0,10.0,139.0
222,t,moderate,t,1,Inner Richmond,94118.0,37.77579193825386,-122.45504496210104,Guest suite,Private room,1,1.0,1.0,1.0,Real Bed,2,263,97.0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
223,f,moderate,t,4,Bernal Heights,94110.0,37.743504427230775,-122.4080544588173,House,Private room,2,1.0,1.0,1.0,Real Bed,30,10,88.0,9.0,10.0,10.0,10.0,8.0,9.0,75.0
224,f,moderate,t,1,North Beach,94133.0,37.801335092416714,-122.40713759432148,Apartment,Private room,2,1.0,1.0,1.0,Futon,2,288,87.0,9.0,8.0,9.0,9.0,10.0,9.0,89.0
225,f,flexible,t,20,Financial District,94111.0,37.79469729962835,-122.40373662568413,Hostel,Shared room,1,1.0,1.0,1.0,Real Bed,1,195,92.0,9.0,9.0,10.0,10.0,9.0,9.0,45.0
226,f,flexible,t,20,Financial District,94111.0,37.794409864746655,-122.40472525122536,Hostel,Shared room,5,1.0,1.0,1.0,Real Bed,1,191,94.0,9.0,9.0,10.0,10.0,10.0,9.0,45.0
227,f,strict_14_with_grace_period,f,47,Inner Sunset,94117.0,37.76470344764796,-122.45368384354009,Apartment,Entire home/apt,2,1.0,1.0,2.0,Real Bed,30,13,90.0,9.0,9.0,10.0,9.0,9.0,9.0,114.0
228,t,strict_14_with_grace_period,f,1,Castro/Upper Market,94114.0,37.762944812486616,-122.43973594027395,Apartment,Private room,2,1.5,1.0,1.0,Real Bed,2,159,94.0,9.0,9.0,10.0,10.0,10.0,9.0,95.0
229,f,strict_14_with_grace_period,f,1,Haight Ashbury,94117.0,37.76710858506811,-122.4515121884875,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,112,94.0,9.0,9.0,10.0,10.0,10.0,9.0,250.0
230,t,moderate,f,1,Castro/Upper Market,94114.0,37.766388176882735,-122.4292570976588,Condominium,Private room,2,1.0,1.0,0.0,Real Bed,3,182,99.0,10.0,10.0,10.0,10.0,10.0,10.0,160.0
231,f,moderate,f,1,South of Market,94103.0,37.776414297518365,-122.40453636486582,Condominium,Entire home/apt,3,1.0,1.0,1.0,Real Bed,30,98,97.0,10.0,10.0,10.0,10.0,9.0,9.0,133.0
232,t,strict_14_with_grace_period,f,2,Potrero Hill,94107.0,37.756123238724534,-122.39966658849838,Condominium,Entire home/apt,4,2.0,2.0,2.0,Real Bed,4,31,98.0,10.0,10.0,10.0,10.0,10.0,10.0,325.0
233,f,strict,f,1,Outer Sunset,94122.0,37.75345980283525,-122.50358489575858,House,Private room,2,1.0,1.0,1.0,Real Bed,3,58,95.0,10.0,9.0,10.0,10.0,9.0,9.0,92.0
234,t,strict_14_with_grace_period,f,1,Mission,94103.0,37.7683311279676,-122.425919906527,Apartment,Private room,1,1.0,1.0,1.0,Airbed,2,45,97.0,10.0,9.0,10.0,10.0,10.0,10.0,95.0
235,t,strict_14_with_grace_period,f,1,Outer Mission,94112.0,37.72681357623567,-122.4341905417405,Guest suite,Entire home/apt,3,1.0,1.0,2.0,Real Bed,3,311,97.0,10.0,10.0,10.0,10.0,9.0,10.0,110.0
236,t,strict_14_with_grace_period,f,2,Mission,94110.0,37.752904965565634,-122.41552660816635,Apartment,Entire home/apt,7,2.0,3.0,4.0,Real Bed,4,12,97.0,10.0,9.0,10.0,10.0,9.0,10.0,575.0
237,t,moderate,f,1,West of Twin Peaks,94127.0,37.73773412930746,-122.44955527998941,House,Private room,4,1.5,3.0,3.0,Real Bed,1,35,94.0,10.0,10.0,10.0,10.0,9.0,9.0,250.0
238,t,moderate,f,2,Noe Valley,94131.0,37.74334023349654,-122.42931645550048,Guesthouse,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,202,95.0,10.0,9.0,10.0,10.0,10.0,9.0,111.0
239,f,flexible,t,32,Castro/Upper Market,94114.0,37.76287558879188,-122.43815168195792,Serviced apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,30,2,100.0,10.0,10.0,10.0,10.0,10.0,8.0,210.0
240,t,strict_14_with_grace_period,f,1,Mission,94110.0,37.75394850236603,-122.41917251022949,Apartment,Private room,2,2.0,2.0,1.0,Real Bed,3,104,98.0,10.0,10.0,10.0,10.0,9.0,10.0,145.0
241,t,moderate,f,2,Castro/Upper Market,94114.0,37.76274918440637,-122.44251542727513,Condominium,Entire home/apt,8,2.0,3.0,4.0,Real Bed,5,12,98.0,10.0,10.0,10.0,10.0,10.0,9.0,475.0
242,t,moderate,f,2,Outer Mission,94131.0,37.732245589382885,-122.43614258253294,House,Entire home/apt,6,2.0,2.0,4.0,Real Bed,3,62,97.0,10.0,9.0,10.0,10.0,10.0,9.0,300.0
243,f,strict_14_with_grace_period,f,1,Potrero Hill,94107.0,37.75971287904621,-122.38833336444763,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,168,98.0,10.0,10.0,10.0,10.0,10.0,10.0,190.0
